Year,LandAverageTemperature,LandMaxTemperature,LandMinTemperature
1869,9.006,14.062999999999999,1.968
1868,3.344,8.54,-2.488
1860,11.062,16.822000000000006,4.792000000000002
1897,2.4290000000000003,8.148,-3.519
1910,2.684,8.5,-2.999
1999,11.706,17.613,5.8240000000000025
1986,8.870999999999997,14.772,3.105
1895,13.489,19.471,7.167000000000002
1929,2.0540000000000003,7.479999999999999,-3.66
1879,7.767999999999999,14.201,1.986
1853,2.858,8.23,-4.015
1915,3.265,8.931000000000003,-2.52
1864,13.434,18.909,7.5459999999999985
1870,4.6560000000000015,9.692,-1.419
1971,9.388,15.145999999999999,3.809
1941,5.9529999999999985,11.536,0.265
1919,14.274000000000001,20.146,8.264
2014,6.377999999999999,12.367,0.436
1928,13.113,18.855999999999998,7.045
2005,14.475999999999999,20.104,8.863
1866,12.853,18.753,7.077000000000001
1881,14.203,20.295,8.334
1906,11.771999999999998,17.522000000000002,5.884
1981,3.785,9.267,-1.2980000000000005
2012,3.157,8.690999999999999,-2.233
1870,11.952,17.017000000000003,5.456
1936,11.251,17.076,5.23
1968,5.891,11.3,0.35700000000000004
1884,2.12,7.5669999999999975,-4.118
1882,13.747,19.773,7.965
1893,13.050999999999998,18.980999999999998,6.7810000000000015
1981,14.502,20.293,8.976999999999997
1920,8.293,14.140999999999998,2.164
1992,11.534999999999998,17.346,5.796
1935,7.770999999999999,13.81,1.551
1984,3.185,8.411,-1.88
1974,13.382,19.235,7.591
1964,13.459,19.275,7.5360000000000005
1972,14.231,20.037,8.568
1908,2.3040000000000003,8.117999999999999,-3.548
2013,4.724,10.083,-0.5479999999999999
1896,11.824000000000002,17.727,5.561
1985,2.7039999999999997,8.322000000000001,-2.853
1860,14.203,18.566,7.45
1889,11.242,17.19,5.032
1853,10.975,16.543000000000006,4.364000000000001
2006,12.875,18.779000000000003,7.081
1985,3.785,9.044,-1.368
2007,12.93,18.838,7.18
1990,3.2430000000000003,8.556999999999999,-1.9390000000000005
1990,11.831,17.642000000000003,6.086
1888,5.792000000000002,11.384,0.05200000000000005
1921,2.98,8.737,-2.709
1893,0.5,5.9,-5.3450000000000015
2010,12.863,18.603,7.252000000000002
1952,3.659,9.215,-1.85
1861,11.409,17.769000000000005,5.9879999999999995
2015,6.74,12.659,0.8940000000000001
1990,3.643,9.225,-1.7950000000000002
1984,11.975999999999999,17.860000000000007,6.211
1983,9.478,15.097,4.011
1938,13.321,18.989,7.417999999999998
1941,14.028,19.852999999999998,8.133999999999999
2007,12.517999999999999,18.395000000000003,6.5680000000000005
1924,6.4,11.794,0.6559999999999999
1934,13.402,19.183,7.4220000000000015
1930,3.152,8.9,-2.8520000000000003
2010,14.421,20.252,8.488999999999999
1953,9.59,15.367,3.908
1966,13.587,19.378,7.723000000000001
1910,8.104999999999999,14.37,1.704
1910,11.732999999999999,17.623,5.6690000000000005
1955,3.306,8.802,-2.254
1872,4.922,11.159,-2.156
1900,5.492000000000001,11.377,-0.68
1955,3.412,8.914,-2.028
1906,3.761,9.258,-1.6640000000000001
1926,6.3,11.936,0.618
1854,11.514,17.357000000000006,5.5539999999999985
1920,5.566,11.127,-0.123
1982,9.232,14.845,3.917
1899,9.408999999999999,15.317,3.551
1944,6.091,11.515,0.607
1951,8.366999999999999,14.538,2.191
1949,13.222999999999999,19.064,7.3889999999999985
1923,11.883,17.783,5.816
2001,7.319,12.89,1.92
1861,2.894,8.945,-2.191
1902,3.606,9.814,-2.504
1859,5.023,11.16,-0.4580000000000001
1950,8.123,14.157,2.043
1935,11.999,17.896,6.042000000000002
1916,13.58,19.484,7.754
1994,2.81,8.594,-2.7680000000000002
1889,3.409,8.814,-2.899
1905,13.112,19.11,6.944000000000001
1873,9.234,14.431,2.386
1916,11.725999999999999,17.634,5.725
1879,4.924,10.686,-1.3890000000000002
1989,14.612,20.361,8.988999999999997
1871,13.08,19.127,7.4700000000000015
1970,5.272,11.065999999999999,-0.545
1935,10.905999999999999,16.880000000000006,4.755000000000001
1915,2.299,7.901,-3.4160000000000004
1921,11.869000000000002,17.785,5.996
1905,3.354,9.06,-1.931
1936,14.629,20.443,8.704
2009,7.0310000000000015,12.574000000000002,1.64
1950,14.14,19.882,8.417
1925,13.769,19.737,7.7239999999999975
1903,12.886,18.897,6.723000000000001
1948,6.1850000000000005,11.853,0.691
1950,2.721,8.475,-3.013
1959,3.33,9.004,-2.225
1994,14.658,20.421,8.947000000000003
1851,2.508,9.808,-1.507
1865,11.797,17.840999999999994,5.789
1914,11.284999999999998,17.199,5.2330000000000005
1854,13.889,19.291,7.302999999999999
1965,3.036,8.907,-2.822
1933,2.657,8.350999999999999,-3.318
1948,11.537,17.592000000000002,5.5150000000000015
1969,6.42,11.974,0.923
1866,5.8950000000000005,10.76,0.18200000000000005
1977,3.749,9.001,-1.385
1971,13.879,19.593,8.085999999999999
2006,6.955,12.448,1.5179999999999998
1850,7.217,12.934000000000001,1.018
1893,9.16,15.185,3.099
1891,1.6780000000000002,7.588999999999999,-4.011
1923,6.377999999999999,11.871,0.474
1877,2.286,8.078999999999999,-3.1620000000000004
1931,4.027,9.477,-1.5730000000000002
1970,14.395,20.254,8.722999999999999
1954,6.579,12.155,1.046
1924,14.304,20.057,8.161
1986,3.315,8.818,-2.011
1876,1.8559999999999999,7.327000000000001,-3.325
1883,1.8559999999999999,7.54,-4.303000000000001
1989,6.1789999999999985,11.718,0.7490000000000001
1864,7.515,13.395,1.665
1942,13.786,19.602999999999998,8.042
2000,2.95,8.349,-2.322
1914,3.2,8.501999999999999,-2.551
1970,12.277,17.879,6.62
1900,3.655,9.466,-1.826
1859,8.834,14.235,2.968
1995,4.6560000000000015,10.257,-0.8790000000000002
1868,1.834,7.6110000000000015,-3.478
1993,5.738,11.091,0.3629999999999999
1856,7.750999999999999,14.387,1.242
1982,2.5580000000000003,8.09,-2.777
1853,2.228,8.29,-3.213
1904,10.84,16.922,4.641
1922,8.379999999999999,14.521,2.156
1896,3.312,8.811,-2.3600000000000003
1869,11.295,17.279,4.3820000000000014
2015,14.505,20.364,8.627
1882,11.735999999999999,17.769000000000005,5.891
1967,8.458,14.376,2.5
1947,12.165999999999999,17.959000000000003,6.355
1914,3.3760000000000003,8.822000000000003,-2.334
1988,4.363,9.707,-0.8520000000000001
1911,4.347,10.362,-1.743
1876,10.69,16.783,4.7280000000000015
1939,11.957999999999998,17.922,5.907
1855,13.925999999999998,18.467,7.691
1872,14.285,19.705,7.883999999999999
1933,9.238,15.172,3.374
1878,14.094,20.308,8.074
1900,13.293,19.434,7.112
1892,10.622,16.578000000000007,4.426
1988,12.681,18.424000000000003,7.08
1974,5.19,10.966,-0.4950000000000001
1963,11.045,16.819000000000006,5.234
1983,14.408,20.139,8.829
1959,5.752000000000002,11.261,0.302
1945,13.328,19.407,7.3660000000000005
1857,2.481,9.602,-1.92
1982,3.281,8.843,-2.075
1957,9.496,15.049,3.801
1878,14.742,20.299,8.582
1995,14.636,20.409,8.808
1985,14.059,19.757,8.514999999999999
1875,2.259,7.5219999999999985,-4.365
1901,13.789,19.898,7.6599999999999975
1903,7.831999999999999,13.958,1.6980000000000002
1911,5.964,11.652,0.30899999999999994
1967,9.809,15.479,4.178
1927,14.323,20.237000000000002,8.283999999999999
1875,8.584999999999999,14.754,2.205
1918,2.8480000000000003,8.266,-2.627
1889,13.288,19.314,7.1960000000000015
1865,2.6460000000000004,8.218,-2.5170000000000003
1918,12.908,18.730999999999998,6.772
1871,5.113,10.639,-0.31699999999999995
2006,11.786,17.650000000000006,5.791
1994,6.7879999999999985,12.2,1.311
1879,2.737,8.69,-3.0810000000000004
1989,9.76,15.472999999999999,4.1
1960,8.133,13.955,2.229
1978,13.297,18.974,7.680999999999999
1924,11.187999999999999,17.185000000000002,4.905
1913,14.137,20.256,7.967
1927,6.346,12.072,0.596
1927,13.271999999999998,19.136,7.106
1930,14.465,20.252,8.415
1987,4.134,9.792,-1.366
1887,2.875,8.298,-2.656
1895,2.0,8.18,-4.026
1915,11.493,17.141000000000002,5.371
1907,2.117,7.9929999999999986,-3.603
1944,14.017,20.108,8.075999999999999
2007,14.309,20.223,8.370000000000001
1994,10.002,15.606,4.543
2009,13.152999999999999,19.006,7.397
1951,14.021,19.81,8.033
1980,12.321,18.121,6.642
1855,12.984000000000002,17.642,6.476
1932,2.989,8.797,-3.2300000000000004
1957,3.12,8.708,-2.51
1910,9.006,14.905,2.986
1868,11.669,17.988000000000003,5.726
1853,7.540999999999999,13.72,1.6549999999999998
2003,14.690999999999999,20.48,8.974
1897,3.1710000000000003,8.5,-2.177
2001,3.3360000000000003,8.827,-2.0780000000000003
1871,10.787999999999998,16.627000000000002,4.525
1957,14.082,19.792,8.263
1878,8.899,15.041,2.963
2008,12.802,18.629,7.1160000000000005
1932,13.383,19.114,7.257999999999999
1887,13.097,19.177,7.390999999999999
1985,13.569,19.396,7.907999999999999
1964,4.865,10.97,-1.1520000000000001
1911,1.66,7.132999999999999,-3.969
2008,7.224,12.738,1.7959999999999998
2001,12.735999999999999,18.581000000000003,7.07
1975,12.152,17.804000000000006,6.54
1947,8.686,14.734000000000002,2.738
1894,9.125,15.042,2.997
1974,5.915,11.459,0.389
1982,5.961,11.314,0.909
1866,10.898,16.817,4.582000000000002
1962,13.713,19.553,7.940999999999999
1879,10.802999999999999,16.752000000000002,4.5360000000000005
1960,4.303,10.216,-1.6769999999999998
1905,11.803999999999998,17.684,5.928
1902,10.892999999999999,16.986,4.5870000000000015
1933,2.169,7.379,-3.4530000000000003
1988,3.454,8.863999999999997,-1.798
1850,2.803,7.4929999999999986,-2.8070000000000004
1937,6.356,11.913,0.612
1926,10.931,16.688000000000002,4.806
1888,12.921,18.897,6.476
1864,2.266,8.555,-2.6630000000000003
1851,11.113,15.010000000000002,4.136
1948,13.896,19.87,7.964999999999999
1951,12.324000000000002,18.362000000000002,6.4270000000000005
1950,5.247000000000001,11.173,-0.6930000000000001
1870,13.652999999999999,19.531,7.792999999999998
1981,12.235999999999999,17.950000000000006,6.646
1916,10.972,17.084,4.7940000000000005
1872,9.24,15.715,3.025
1967,2.905,8.619,-2.772
1854,14.692,20.426,7.89
1884,3.892,10.552,-2.444
1932,3.5269999999999997,8.888,-2.071
1875,1.5330000000000001,6.678999999999999,-4.7170000000000005
1921,5.081,10.927999999999999,-0.931
1919,4.743,10.714,-1.5470000000000002
1979,2.6790000000000003,8.071,-2.625
1942,8.415999999999999,14.453,2.401
1898,5.452000000000001,11.444,-0.359
1899,2.38,8.17,-3.442
1879,13.245,19.125,7.289999999999999
2015,12.312,18.181,6.3130000000000015
2010,15.213,20.97,9.551
1982,11.347999999999999,17.149,5.727
1981,14.738,20.398,9.208
1898,8.828,14.69,2.8310000000000004
1942,14.242,20.107,8.516
1854,12.829,18.188,6.4929999999999986
1919,11.989999999999998,17.887,6.126
1998,15.34,20.972,9.715
1936,9.457,15.315999999999999,3.658
1883,13.302,20.049,7.303
1979,9.586,15.354,4.0539999999999985
1957,2.488,8.004999999999999,-2.97
2011,15.482,21.32,9.684
1934,4.8180000000000005,10.835,-1.382
1900,3.0980000000000003,9.181,-2.814
2014,3.5,9.146,-2.08
1931,11.02,16.805,4.9510000000000005
1948,12.155,18.217,6.209
1941,8.575,14.429,2.616
1892,4.362,10.752,-1.931
2011,3.282,8.722000000000001,-2.0340000000000003
1941,14.694,20.578000000000007,8.738999999999999
1874,5.809,10.562999999999999,-0.5490000000000002
1963,6.561,12.068,1.31
1877,5.2970000000000015,10.782,-1.4780000000000002
1892,13.42,19.264,7.447999999999999
1900,11.955,17.817999999999994,5.9670000000000005
1972,11.901,17.529000000000003,6.166
1915,8.705,14.607,2.755
1961,3.5,9.016,-1.915
1971,11.210999999999999,17.186,5.384
1999,4.694,10.4,-0.9570000000000001
1886,11.6,17.419,5.62
1871,1.736,8.782,-3.0610000000000004
1863,5.392,11.350999999999999,0.17499999999999993
1888,14.242,20.063,7.77
1968,13.524,19.238,7.891999999999999
1935,13.325999999999999,19.1,7.1930000000000005
1917,7.854999999999999,13.932,1.689
1917,2.36,8.334,-3.771
1873,14.287,19.974,8.024
2005,4.878,10.279000000000002,-0.395
1892,2.805,9.078,-3.253
1998,12.672999999999998,18.336,7.152
1989,12.402999999999999,18.198,6.675
1957,8.366,14.094,2.426
1973,6.222,11.667,0.7879999999999999
1968,6.117000000000001,11.907,0.2849999999999999
1984,5.811,11.243,0.602
1865,10.917,16.968,4.8740000000000006
2014,10.33,16.066,4.689
1860,8.712,13.677,2.906
1986,11.816999999999998,17.713,6.395
1999,14.853,20.578000000000007,9.24
1976,8.293999999999999,14.177,2.489
1994,11.684,17.582,5.682
1909,2.7060000000000004,8.571,-3.447
1874,13.815,19.618,7.228999999999999
1906,11.239999999999998,17.146,4.9220000000000015
1908,14.197000000000001,19.748,8.113
2004,4.4990000000000006,10.171,-1.1820000000000002
1914,8.097999999999999,14.050999999999998,1.888
1885,3.644,9.156,-1.5390000000000001
1969,14.218,20.024,8.666
1904,8.833,14.902,3.133
1949,5.077,10.981,-0.773
1903,13.992,19.787,7.87
1868,8.183,13.316,1.138
1928,13.687,19.522,7.797999999999999
1983,5.699,11.503,0.09699999999999998
1945,5.184,11.182,-0.898
1933,3.104,8.456,-2.533
1867,14.223,20.032,8.387
1964,11.604,17.394000000000002,6.11
1860,11.892,16.892000000000003,5.5360000000000005
1922,3.667,8.968,-1.865
2001,15.161,20.923000000000002,9.427999999999999
1877,14.642,20.733,8.18
1958,9.375,15.094,3.742
1909,12.962,18.71,6.766
1981,4.519,10.068,-0.878
1915,14.443,20.553,8.455
2014,4.85,10.19,-0.331
1983,11.729,17.477,6.144
1894,14.004,19.851,7.7879999999999985
2005,14.51,20.25,8.934
1979,13.833,19.623,8.266
1914,14.298,20.065,8.182
1902,2.713,8.435,-2.992
1880,2.052,7.957000000000002,-3.767
1991,11.616,17.441000000000006,6.009
1885,8.722000000000001,14.707,2.5469999999999997
1868,13.162,19.005,7.2029999999999985
1969,13.475,19.208,7.568
1971,3.867,9.228,-1.439
1944,11.334,17.483,5.3279999999999985
2001,12.270999999999999,18.185,6.3500000000000005
1880,5.893,10.826,-0.6540000000000001
1984,3.093,8.786,-2.452
1967,3.915,9.279,-1.4200000000000002
1988,5.931,11.817,0.3659999999999999
1906,2.301,8.125,-3.343
1964,2.8810000000000002,8.383999999999999,-2.5490000000000004
1859,11.079999999999998,16.483,5.422999999999999
1879,14.238,19.637,7.64
1867,10.495,16.21,4.665000000000001
1862,13.188,19.605,8.085999999999999
1906,14.122,20.058,8.186
1916,14.052,20.012,8.184
1919,8.487,14.412,2.441
1894,1.6909999999999998,7.4099999999999975,-4.0390000000000015
1910,13.151,19.027,6.871
1912,11.254,17.389000000000006,4.992000000000001
1898,13.395,19.452,7.067
1894,11.579999999999998,17.425,5.502999999999999
2009,4.0939999999999985,9.822,-1.5450000000000002
1977,6.5440000000000005,11.962,1.259
1976,11.895,17.740000000000006,6.197
1852,11.169,15.835,4.6240000000000006
1998,9.941,15.505999999999998,4.45
1979,8.455,14.273,2.623
1881,2.6260000000000003,8.594,-2.813
1963,4.02,9.95,-1.685
2011,4.654999999999999,10.097999999999999,-0.6409999999999999
1970,2.8360000000000003,8.288,-2.584
1952,4.9670000000000005,10.96,-1.193
1914,9.387,15.270999999999999,3.5669999999999997
2011,10.352,16.075,4.85
1978,3.74,9.195,-1.617
1880,4.63,10.655,-1.814
1975,9.318,14.908,3.671
1957,6.391,11.849,0.831
1958,3.822,9.23,-1.5570000000000002
1898,14.138,20.145,8.039
1989,13.447,19.25,7.871
1958,11.845,17.549000000000003,6.204
1924,11.957,17.783,6.024
1861,13.017,19.299,7.391
1865,4.039,11.582,-0.5920000000000001
1897,11.925,17.918000000000006,5.901
1853,13.953,19.308,7.273
1857,1.821,6.642,-5.407
1856,13.495999999999999,18.326,6.879
1854,9.763,15.341,3.033
2002,6.772,12.775,0.8940000000000001
1987,9.59,15.136,4.0939999999999985
2006,15.042,20.905,9.288
1867,9.212,15.374,3.705
1929,11.807,17.598000000000006,5.926
1961,12.247,17.987000000000005,6.525
1978,12.03,17.64,6.431
1872,13.821,19.415,7.450999999999999
1867,13.302999999999999,19.753,8.032
1853,11.71,17.691000000000006,5.779
2003,12.152999999999999,18.118,6.207999999999998
1942,13.578,19.417,7.721
1948,3.366,9.136,-2.3520000000000003
1880,1.755,7.882999999999999,-3.37
1954,2.059,7.672999999999999,-3.5810000000000004
1919,10.969,16.701,4.881
2006,9.055,15.004,3.0810000000000004
1892,2.935,8.297,-2.8470000000000004
1911,7.9899999999999975,14.081,1.8559999999999999
1954,13.4,19.213,7.62
1940,14.571,20.408,8.51
1913,8.023,14.219,1.91
1864,5.232,12.502,0.6649999999999999
1977,5.702000000000001,11.581,-0.03500000000000003
1913,4.103,9.556,-1.4300000000000002
1858,11.148,17.559,5.505
1957,11.259,17.054000000000002,5.4300000000000015
1857,13.203,18.194000000000006,6.9979999999999976
2006,4.43,10.124,-1.2290000000000003
1935,3.423,8.675,-2.09
1876,8.199,14.188,1.814
1888,3.222,9.327,-2.511
1990,14.784,20.401,9.158
1963,5.097,11.043,-0.895
1866,2.932,8.187999999999999,-2.923
1862,4.792,11.889,0.24399999999999994
1971,8.338999999999999,14.267,2.516
1856,10.948,17.21,4.864
1909,13.752,19.625,7.752999999999999
1873,7.4620000000000015,13.983,1.069
1927,13.698,19.529,7.696999999999999
1961,14.288,20.014,8.664
1939,2.932,8.53,-2.7710000000000004
1877,11.056,16.802,5.022
1985,8.633,14.421,2.905
1950,11.952,17.737000000000005,6.205
1858,2.739,9.044,-2.692
1906,2.068,8.086,-3.6370000000000013
1883,1.4600000000000002,7.063999999999999,-4.519
1916,9.052999999999999,14.763,3.156
2012,13.04,19.074,7.176
2013,4.2219999999999995,9.95,-1.4720000000000002
1873,5.819,10.914,-0.8119999999999998
1902,7.955999999999999,13.884,1.5619999999999998
1939,13.932,19.807,8.011000000000001
1969,2.45,7.9689999999999985,-3.1910000000000003
1939,11.524,17.489,5.362
1942,5.308,11.264,-0.7709999999999999
1990,4.425,9.935,-0.9220000000000002
1886,1.7930000000000001,8.015,-3.884
1864,8.795,15.047,3.2460000000000004
2000,14.519,20.308,8.796
1857,6.826999999999999,13.107,0.8799999999999999
1988,14.099,19.974,8.356
1993,14.595,20.228,8.947000000000003
1976,14.155,19.852,8.349
1973,3.898,9.496,-1.6540000000000004
1857,3.515,9.509,-1.546
1966,3.3819999999999997,8.758,-1.927
1855,11.140999999999998,17.078000000000007,5.499
1975,3.059,8.484,-2.257
1875,13.401,20.053,7.326999999999999
1864,2.506,8.542,-2.8560000000000003
2006,14.913,20.79,9.146999999999998
1899,14.159,20.168,7.9529999999999985
1858,2.444,8.49,-1.965
1894,5.405,11.187,-0.4909999999999999
1958,13.187,19.028,7.4270000000000005
1995,6.761,12.387,1.266
1986,13.972,19.874,8.433
1862,12.86,18.539,6.795
1890,9.177999999999999,14.747,3.367
1925,2.2680000000000002,7.483999999999999,-3.1790000000000003
1985,11.425999999999998,17.203000000000007,5.756
2015,4.664,10.497,-1.1380000000000003
1866,7.914,14.889,2.084
1940,13.811,19.662,7.9369999999999985
1930,2.401,7.669999999999999,-3.169
1955,3.137,8.966000000000003,-2.71
1893,7.994,13.697,1.5819999999999999
1913,6.024,11.67,0.34700000000000003
1958,3.5740000000000003,8.977,-1.7720000000000002
1890,2.969,8.611,-2.729
1983,6.7650000000000015,12.334,1.4209999999999998
2012,10.427999999999999,16.203,4.765
1948,3.491,8.981,-2.03
1853,4.783,11.269,-0.07599999999999996
1896,5.3660000000000005,11.173,-0.4690000000000001
1852,13.164,17.759999999999994,6.705
1850,3.071,9.97,-2.2910000000000004
1965,13.807,19.583,8.184
1862,4.485,11.112,-1.314
1890,5.03,11.451,-1.043
1968,11.62,17.348000000000006,5.942
1925,11.039,17.032,4.828
1920,14.245,20.121,8.299
1906,13.334,19.287,7.275
1875,10.745999999999999,17.509,4.163
1933,5.89,11.578,0.09299999999999996
1906,5.501,11.17,-0.30099999999999993
1889,8.865,14.902,2.608
1856,10.53,16.704,3.945
1874,8.231,13.237,1.005
1871,9.096,14.697,2.891
1991,9.753,15.552999999999999,4.122
2000,9.486,15.069,4.0
1861,13.656,18.907,7.562999999999999
1893,11.767,17.799000000000003,5.599
1851,11.677,16.360000000000007,5.525
1925,6.34,11.912,0.6459999999999999
1850,14.492,19.233,8.014
1901,13.423,19.315,7.1510000000000025
1996,14.827,20.65,9.123
1854,11.095,16.748,4.184
1918,5.683,11.265,0.14200000000000002
2010,4.292,9.887,-1.139
1904,7.6839999999999975,13.823,1.4280000000000002
1938,5.651,11.616,-0.4310000000000001
1864,11.37,17.063000000000002,5.721
1987,8.594999999999999,14.69,2.835
1961,2.926,8.379999999999999,-2.383
1893,1.654,7.616,-4.558
1967,6.176,11.505,0.8079999999999999
1860,13.271999999999998,19.163,7.212999999999999
1943,14.46,20.394000000000002,8.503
1958,8.52,14.392,2.57
1897,13.668,19.753,7.592
1934,14.343,20.14,8.472000000000001
1976,8.511000000000001,14.028,3.113
1886,5.226,11.208,-0.71
1914,13.495999999999999,19.335,7.2189999999999985
2000,14.848,20.665,9.097999999999999
1878,11.017,16.945999999999998,5.090000000000002
1926,13.877,19.695,7.915999999999999
1977,13.876,19.628,8.058
1922,2.15,7.603,-3.428
1862,10.739,17.854000000000006,5.6750000000000025
1895,3.4619999999999997,9.232,-2.206
1978,2.705,8.006,-2.52
1935,5.399,11.343,-0.802
1907,4.575,10.61,-1.6
1863,3.0340000000000003,8.462,-1.766
1922,14.278,20.098,8.241
1917,12.915,18.889,6.7920000000000025
1954,14.241,20.015,8.543
1985,9.338,14.808,4.051
1926,3.4530000000000003,8.785,-2.2220000000000004
1883,8.908999999999997,14.621,2.6710000000000003
1997,12.685,18.555000000000003,6.973
1973,13.824000000000002,19.497,8.155000000000001
1926,14.168,19.998,8.058
1955,11.191999999999998,17.110000000000007,5.504
1989,11.28,17.105,5.4940000000000015
1869,4.3740000000000006,11.012,-1.3119999999999998
1873,11.005999999999998,16.765,4.202
2009,14.655,20.576999999999998,8.854999999999997
1912,8.229,14.069,2.091
1928,3.873,9.186,-1.751
1897,5.6080000000000005,11.616,-0.19700000000000006
1974,14.015999999999998,19.652,8.391
1942,9.627,15.452,3.864
1863,3.253,8.908999999999997,-2.1100000000000003
1919,9.361,15.005,3.522
1995,4.123,9.396,-1.143
1893,14.318,20.005,8.102
1993,13.835,19.584,8.228
1943,11.485,17.401,5.5230000000000015
2000,3.863,9.182,-1.3330000000000002
1869,2.7060000000000004,8.531,-2.519
1891,10.785,16.645,4.317
1909,1.395,7.121,-4.298
2001,9.245,15.174,3.234
1924,2.339,7.911999999999999,-3.502
1869,5.773,10.418,-0.5090000000000001
1882,12.805,18.941,7.032
1988,11.852,17.676000000000005,6.1430000000000025
1955,11.954,17.859,6.405
1891,1.88,8.122,-4.465
1960,3.798,9.748,-1.92
1922,13.584,19.475,7.5989999999999975
1971,14.139,19.984,8.511000000000001
1904,11.380999999999998,17.465000000000003,5.3610000000000015
1891,7.6179999999999986,13.979,1.182
1987,3.139,8.700999999999999,-2.3440000000000003
1946,3.134,8.514,-2.31
1967,13.194,18.910999999999998,7.445
1877,13.384,19.257,6.875
1867,11.763,17.566000000000006,5.9110000000000005
1896,9.416,15.35,3.2119999999999997
1882,13.703,19.832,7.8359999999999985
2004,12.642,18.451,6.907
1857,5.2360000000000015,10.527,-0.605
1911,11.638,17.491000000000003,5.723
1890,12.872,18.703,6.7070000000000025
2002,12.248,18.157,6.1990000000000025
1917,13.470999999999998,19.567999999999998,7.544999999999999
1904,1.6369999999999998,7.081999999999999,-3.86
1983,3.4450000000000003,8.747,-1.65
2009,4.31,9.661,-0.94
1949,11.309,17.195999999999998,5.444000000000001
1852,11.478,16.665000000000006,5.742000000000001
1943,6.26,11.87,0.5920000000000001
1888,4.3,10.491,-2.039
1956,3.5980000000000003,8.962,-1.775
1912,5.521,11.185,-0.2909999999999999
1969,5.131,11.017999999999999,-0.8240000000000001
1938,14.482,20.249,8.612
1984,12.015,17.718,6.5
1961,5.589,11.478,-0.2710000000000001
1854,7.622000000000001,13.402,0.5659999999999998
1944,9.808,15.732,4.032
1982,4.327,9.637,-0.7050000000000001
1951,6.2250000000000005,11.752,0.457
1984,9.378,14.890999999999998,4.015
1880,13.327,19.29,6.597
1855,2.214,7.879,-3.4530000000000003
1924,13.342,19.195,7.085000000000001
1904,13.836,19.678,7.777
2012,4.102,9.498,-1.162
1888,9.201,14.783,2.951
1923,13.611,19.445,7.645
1859,2.611,8.968,-1.858
1874,3.407,9.495,-1.6780000000000002
1994,5.731,11.662999999999998,-0.13100000000000006
1929,9.46,15.217,3.686
1939,9.218,14.963,3.479
1979,5.474,11.331,-0.129
1885,2.2430000000000003,8.247,-3.438
1963,9.943,15.716,4.3260000000000005
2009,14.200999999999999,20.055999999999997,8.3
1953,5.7120000000000015,11.677,-0.22000000000000008
1909,11.879,17.891000000000005,5.778
1973,12.125,17.815,6.504
1909,9.192,15.139,3.221
1962,3.003,8.657,-2.5090000000000003
1956,13.189,18.967,7.512999999999999
1972,5.7970000000000015,11.167,0.52
1924,7.97,13.857,1.722
1880,11.386,17.558000000000003,5.84
1997,8.891,14.817,2.967
1889,4.9990000000000006,11.145999999999999,-0.5670000000000001
1898,11.752999999999998,17.702,5.902
2013,15.003,20.737,9.33
1953,5.924,11.376,0.419
1877,8.039,13.827,2.032
1931,14.12,19.961,8.189
1949,14.199000000000002,20.128,8.297
1960,10.872,16.71,5.0440000000000005
1894,12.857999999999999,18.782,6.6030000000000015
1974,2.582,8.118,-2.926
1884,12.527,18.787,6.362
1913,4.517,10.4,-1.597
1895,8.247,14.509,1.915
1858,12.956,18.968,7.0379999999999985
1889,3.0989999999999998,9.264,-2.395
1878,6.6080000000000005,12.343,0.3609999999999999
1913,13.724,19.805,7.7349999999999985
1992,8.572000000000001,14.366,2.785
2012,14.72,20.709,8.84
2007,14.752,20.641,9.032
1947,6.407,11.925999999999998,0.913
1927,3.267,8.689,-2.3920000000000003
1890,10.464,16.865000000000002,3.9430000000000014
1912,2.402,7.911,-3.305
1874,12.110999999999999,17.704,5.6320000000000014
1956,4.8889999999999985,10.835999999999999,-1.028
1933,13.76,19.635,7.858
1911,10.829,16.71,4.6320000000000014
1906,4.8660000000000005,11.008,-1.229
1956,2.781,8.555,-3.1310000000000002
1880,11.095999999999998,16.917,4.877000000000002
2001,9.935,15.578,4.353
1995,11.57,17.301000000000002,5.758000000000001
2008,10.399,16.038,4.8469999999999995
1891,12.888,18.588,6.6350000000000025
1933,11.047,16.845000000000002,4.988
1999,9.997,15.583,4.4910000000000005
1977,14.630999999999998,20.327,8.971
1873,2.013,8.285,-3.4400000000000004
1887,4.552,10.828,-1.901
1956,8.927999999999997,14.667,3.173
1927,3.039,8.67,-2.866
1874,4.221,8.948,-1.942
1877,2.9960000000000004,9.491,-0.5750000000000002
1948,4.9190000000000005,10.852,-1.0390000000000001
1934,13.778,19.534,8.01
1891,4.755,10.629,-1.449
1997,3.165,8.588,-2.1340000000000003
1914,4.942,11.039,-1.31
1931,14.576,20.399,8.665
2000,6.312,11.67,0.996
1944,8.434,14.577,2.3369999999999997
1927,4.668,10.565,-1.495
1919,2.184,7.648999999999999,-3.3960000000000004
1887,12.89,18.430999999999997,6.5139999999999985
1864,14.162,18.831,7.4129999999999985
1895,10.867,16.892000000000003,4.6389999999999985
1863,12.794,18.202,7.9250000000000025
1982,14.545,20.311,9.019
1967,12.053999999999998,17.852,6.269
1934,2.476,7.994999999999999,-3.1310000000000002
1889,13.504,19.732,7.6149999999999975
2001,6.207999999999998,12.130999999999998,0.4109999999999999
1886,4.2620000000000005,10.568,-2.188
