Year,AverageTemperature
1968,19.647
1986,15.659000000000002
1866,10.229
1839,26.887
1983,-0.3989999999999999
1931,12.109000000000002
1997,28.527
1902,24.638
1849,3.542
1786,11.349
1962,12.692
1870,22.824
1983,-0.79
1883,23.778
1918,4.749
1939,17.366999999999994
1976,12.122
1944,-2.903
1995,12.185
1938,24.307
1797,8.301
1907,3.2710000000000004
1868,19.223
1913,25.132
1920,26.994
1969,5.167999999999999
1782,2.749
2012,25.101
1896,6.893000000000002
1922,26.790000000000006
1970,21.839
1964,16.398000000000003
1962,26.456
1906,15.462999999999996
1829,33.519000000000005
1830,17.570999999999998
1896,24.558000000000003
1936,25.805
1924,13.642
1840,18.688
2010,28.226
1986,27.592
1882,8.391
1970,26.72
1875,25.75
1881,32.41
1899,-3.054
1754,7.992000000000001
1843,2.228
1877,25.931
1830,4.802
1857,26.316
1858,10.263
1853,12.184
1796,21.945
1929,0.093
1904,32.886
1905,26.114
1844,15.575
1954,21.521
1914,14.132
1912,4.009
1781,-6.055
1912,31.151
1955,5.465
1909,26.098000000000003
1900,17.775
1963,8.729
1874,5.314
1818,22.105
1961,3.962
1958,31.788
1996,30.415
1886,0.5789999999999997
1933,14.724
1807,27.734
1964,9.679
1990,27.829
1920,15.122
1975,6.771000000000001
1842,22.453000000000003
1885,-1.063
1959,23.222
1893,24.389
1909,18.928
1880,24.109
1872,25.681
1792,14.014
2004,10.879
1954,26.955
1906,26.136
1886,23.651
1917,15.962000000000002
1966,23.124
1971,25.5
1877,21.206
1996,20.948
1929,6.800999999999998
1873,14.925
1978,13.64
1854,13.975
1960,3.849
1805,17.913999999999994
1869,14.2
1908,9.495
1838,31.288
1881,29.216
1997,25.64
1992,10.483
1883,3.951
1971,-14.341
1971,19.055000000000003
1950,26.854
2011,27.436
1914,35.072
1906,23.437
1851,12.231
1930,5.943
1939,9.625
1831,7.23
1977,-2.992
1961,26.08
1985,25.729
1762,5.534000000000002
1997,11.366
1854,11.925999999999998
2004,18.464
1865,13.067
1991,9.925
1880,22.03
1797,25.492
1769,18.324
1903,13.487
1871,23.561
1950,-7.113
1872,21.106
1799,6.9460000000000015
1836,21.96
1797,25.651
1910,26.848000000000003
1967,17.477999999999998
1968,19.845
1915,15.085
1912,26.587
1940,19.072
1906,2.78
1850,18.034
1917,16.262
1889,20.913
1914,29.812
1878,27.823
1918,18.144
1984,23.217
1983,5.067
1942,16.067
1901,16.799
1842,22.668000000000003
1931,20.018
1821,-7.393000000000002
1902,13.188
1901,27.321
1962,23.101
1949,23.721
1842,16.671000000000006
1882,19.937
1920,25.799
1981,22.374
1892,14.216
1932,-2.762
1826,28.697
1792,6.446000000000001
1932,27.178
1846,23.239
1936,28.738000000000003
1956,28.318
1910,8.0
1856,24.911
1985,18.681
2000,28.202
1817,19.673
1958,15.323
1936,26.477
1938,20.791
2006,5.117
1893,2.316
1860,12.477
1962,27.292
1927,14.695
1994,28.666
1996,17.907999999999994
1869,-0.0219999999999998
1805,3.4610000000000003
1873,23.705
1944,14.132
1947,25.888
1843,23.774
2005,16.546
1841,25.014000000000006
1949,24.966
1901,12.755
1927,21.636
1919,22.617
1862,15.283
1865,14.326
1877,24.516
1919,21.967
1884,21.865
1952,26.946
2012,0.0069999999999999
1849,17.061
1949,21.969
1976,25.575
1933,33.957
1983,21.377
1841,30.009
1925,25.6
1917,3.5210000000000004
2001,17.026
1925,21.607
1774,-1.681
1870,11.86
2008,28.991
1843,9.939
1901,11.457
1884,20.577
1867,11.720999999999998
1874,22.287
1948,19.137
1945,21.884
1847,22.881
1898,22.327
1762,6.51
1800,22.207
1885,14.697
1969,33.524
1901,26.182
1960,24.87
1941,15.892
1856,27.784
1919,13.561
1896,28.688
1946,25.236
1950,30.132
1975,32.352999999999994
1848,26.456000000000003
1937,24.264
1925,9.645
1904,27.74
1974,35.098
1977,14.154000000000002
1955,3.5410000000000004
1869,4.62
1880,6.532
1976,12.528
1969,9.399
2007,22.06
1871,26.508000000000003
1924,28.297
1950,28.742
2010,21.68
1945,0.4530000000000001
1930,26.85
1847,28.041
1915,19.637
2010,29.93
1991,18.551
1860,22.547
1951,25.808000000000003
1958,34.148
1932,22.387
1978,15.541
1851,19.975
2000,26.567
1958,-15.630999999999998
1989,15.034
2001,1.884
1979,22.52
1963,22.694000000000003
2006,28.694000000000003
1938,5.032
1877,26.643
1995,23.202
1897,25.359
1890,10.486
1840,0.6089999999999995
1916,26.519
1872,-0.68
1952,3.273000000000001
2003,34.075
1891,23.031
1865,24.272
1940,33.372
1913,25.838
1814,8.627
1857,20.97
1856,13.69
1798,29.098000000000003
1921,22.286
1998,22.511
1929,17.363
1931,-22.929
1859,13.655
1989,23.238000000000003
1906,21.759
1833,24.05
1867,25.943
1782,13.666
2007,26.995
1976,32.292
1860,18.115
1969,26.483
1928,26.01
2001,0.5980000000000003
1903,25.974
1966,17.992
1990,22.506
1886,10.287
1955,4.503
1914,22.244
1821,28.693
1770,6.8580000000000005
1871,29.725
1878,24.839
1833,25.314
1935,5.757000000000001
1918,26.453000000000003
1936,17.497999999999998
1911,0.1889999999999999
1836,23.153
1825,15.169
1890,11.46
1968,-8.923
1870,19.345
1830,18.382
2012,20.298
1951,26.033
1899,25.301
1900,25.103
2001,27.584
1938,10.352
1886,27.831
1912,-11.122
1854,25.821
1982,28.955
1782,21.318
1757,17.593
1856,18.736
1934,20.073
1928,22.517
1996,17.769000000000005
1919,19.899
1903,16.288999999999998
1987,31.244
1974,12.009
1847,26.236
1971,13.034
1975,23.896
1798,-0.743
1931,13.697
1912,28.78
1983,19.192
1973,26.25500000000001
1857,20.396
1876,11.720999999999998
1962,20.334000000000003
1949,22.658
1813,15.662
1985,32.054
1917,25.612
1926,22.1
1960,15.901
1940,15.132
1823,28.196
1906,23.945
1953,22.22300000000001
1888,12.554
1971,21.07
1890,10.925
2003,32.366
2005,1.383
1995,4.601000000000001
1901,20.469
1873,33.605000000000004
1782,22.628
2002,27.117
1860,25.116
1847,10.775
2000,29.032
1948,26.174000000000003
1935,24.999
1937,13.343
1994,33.55
2003,23.135
1935,20.855
1775,5.787000000000001
1897,26.35
1874,11.681
1911,20.062
1850,8.212000000000002
1925,28.887
1966,7.801
1842,23.082
1947,12.925
1911,27.095
1927,26.351
1956,13.634
2013,33.238
1889,24.452
1949,27.936
1930,22.733
1929,4.792
1867,20.905
1886,16.659000000000002
1971,26.246
1939,-0.716
1935,16.489
1963,10.97
1936,20.860000000000007
1943,26.714
1898,19.040000000000006
1802,14.265999999999998
1919,24.399
1837,13.365
1927,32.352999999999994
1961,-4.197
1851,22.206
1931,20.849
2008,15.413
2008,23.192
1831,14.835
1868,16.477999999999998
1890,23.61
1890,26.442
1886,12.489999999999998
1979,17.93
1917,-8.058
1848,15.655
1901,23.299
1912,20.189
1908,15.535
1892,27.137
1941,11.334
1894,25.043000000000003
1906,-16.160999999999998
1939,19.105
1966,28.698
1888,2.507
1815,25.234
1870,-4.898
1884,13.067
1971,19.245
1914,24.903
1994,14.851
1952,15.068
1895,-7.291
1814,4.8420000000000005
1990,17.838
1961,23.93
1829,16.730999999999998
1888,12.602
1888,15.720999999999998
1974,28.011000000000006
1873,8.734
1937,14.624
2012,23.588
1965,28.282
1992,30.498
1797,22.892
1862,9.904
1936,18.18
1942,31.786
1826,24.868
1967,20.641
1976,12.636
1889,0.958
1817,24.089
1967,12.023
2007,6.19
1955,24.887
1840,5.678
1946,23.049
1899,25.2
1923,1.0579999999999998
1945,31.001
1853,26.584
1817,17.43
1940,24.837
1976,17.631
1841,-3.1980000000000004
1984,-12.39
1927,24.91
1892,28.688
1936,22.023000000000003
1790,-5.801
1844,26.822
1961,30.035
1956,9.235
2003,16.759999999999998
1923,27.164
1856,26.927
1847,13.765999999999998
1879,5.843
1964,25.157
1982,23.241
1902,-2.65
1942,20.236
1902,24.07
1900,15.985
1869,8.911
1842,13.965
1938,26.959000000000003
1943,20.26
2005,21.618
1976,24.989
1824,17.465999999999998
1935,26.735
1805,33.419000000000004
1888,25.892000000000003
1842,6.968
1925,21.224
1895,31.284
1943,14.156
1827,-2.4559999999999995
1864,4.1880000000000015
1809,-10.719
1814,17.608999999999995
1994,13.312
2004,22.326
1955,6.811
1855,28.199
1940,25.121
1888,24.515
1986,25.576
1835,31.833
1763,-2.064
1984,-2.193
1959,22.111
1975,26.067
2012,28.086
1857,29.843000000000004
1882,16.2
1933,19.093
1933,26.828000000000003
1954,16.200999999999997
1965,26.378
1838,29.927000000000003
1906,23.144
2008,25.714
1904,19.249
1929,28.448
1823,20.424
1985,19.891
1986,12.262
1835,0.7290000000000001
1840,33.342
1917,12.322
2001,16.659000000000002
1962,-3.322
1838,13.567
1843,27.092
1962,23.595
1901,25.544
1913,28.788
1893,17.125
1910,27.393
1925,14.692
1886,32.995
1861,27.542
1902,17.623
1956,19.014
1959,26.538
1928,26.486
1865,21.395
1984,17.759999999999994
1989,24.04
1828,13.557
1967,0.4809999999999999
1866,27.549
1916,12.504
1935,14.982
1825,31.749
1802,0.956
1984,26.273000000000003
1946,19.262
1919,28.744
1864,14.175999999999998
1954,15.033
1877,26.188
2008,17.187
1936,3.67
1849,-9.727
1911,21.276000000000003
1952,23.722
1922,21.938
1883,18.313
1905,4.8
1918,27.706
2003,18.106
1875,23.753
1947,19.789
1997,-2.7880000000000003
1869,5.313
1894,26.891
1811,13.193
2009,19.792
1827,20.935
1949,13.952
1901,29.789
1940,25.015
1875,24.405
1927,-5.2620000000000005
1910,17.098
1857,26.02
1802,3.875
1776,9.591
1837,16.922
1965,14.795
1833,25.59800000000001
1864,6.268000000000002
2011,3.474
1876,21.492
1900,20.27
1968,17.180999999999994
1833,18.406
1996,16.979000000000006
1981,13.255
1923,29.001
1778,-7.894
1845,16.938
1865,26.242
1932,27.679
1859,24.185
2001,27.677
1894,27.368
1823,21.158
1961,12.645
1985,35.388000000000005
1875,19.535
1942,26.559
1834,3.533
1962,3.447
2000,28.046
1916,22.178
1840,26.932
1944,17.62
1862,24.252
2009,28.193
1832,18.978
1883,14.565
1857,23.059
1951,27.069000000000003
1880,11.582
1944,26.724
1886,9.487
1901,26.901
1859,26.72600000000001
1977,30.629
2009,17.133
1969,17.590999999999998
1900,27.571
1874,18.662
2013,15.473
1973,29.949
1796,24.317
1999,26.672
1982,25.642
1905,-12.036
1980,27.445
1830,27.602
1966,24.617
1771,5.082000000000002
1881,21.999
1889,25.526
1855,14.85
1971,17.795
1889,27.559
1875,24.549
2007,14.4
1916,2.982
1922,21.477
1908,13.915
1928,19.225
2004,20.202
1845,16.409000000000002
1869,26.911
1944,22.543000000000003
1860,0.7839999999999999
1989,26.665
1874,20.063
1817,10.648
2010,24.838
1968,12.62
1875,7.873999999999999
1890,23.152
1999,14.661
1970,2.08
1894,6.6560000000000015
1964,27.544
2013,22.322
1888,24.41
1892,30.135
1796,23.642
1990,5.843
1883,26.23
1945,0.1350000000000002
1986,6.641
1845,13.538
1821,33.259
1912,27.411
1914,20.608
1889,25.97
1876,-5.212000000000001
1881,29.216
1915,13.904000000000002
1961,26.668000000000003
1990,19.339
1848,24.435
1968,18.757
1799,25.721
1903,19.897
1853,11.193
1914,21.526
1909,33.879000000000005
2010,-1.263
1944,22.124
1939,23.502
1983,28.561
1944,13.682
1850,2.781
1851,19.279
1888,28.747
1908,19.972
2002,34.071
2011,4.604
1863,27.697
1847,16.632
1797,-0.26
2004,17.63
1997,25.384
1857,26.146
1950,19.185
1973,9.304
1902,19.359
1984,25.499
1973,0.3740000000000001
1917,23.84800000000001
1945,20.444000000000003
1971,4.385
1825,13.705
1859,21.675
1902,18.45
1782,13.084
1872,20.43
2000,27.85
1865,22.012
1842,17.424
1868,26.7
1973,24.077
1963,17.131
1941,27.456
1895,19.946
1926,21.959
1930,31.226
1829,18.896
1998,31.022
1880,8.415000000000001
2000,27.503
1949,15.269
1958,24.073
1881,15.635000000000002
1937,20.67
1858,9.972
1932,26.665
1888,-4.061999999999999
1927,12.454
1929,28.02
1937,30.634
1875,7.968999999999999
1967,19.261
1905,-1.0780000000000003
1922,-0.861
2008,13.372
1831,14.595
1991,21.714
1934,22.195
1790,14.446000000000002
1966,12.667
1796,30.033
1949,20.764
1993,24.72300000000001
1952,16.88
1829,28.213
1892,1.324
1912,25.741
1941,23.168000000000003
1900,18.934
1830,13.582
1891,2.988
1931,32.711
1901,18.433
1895,-4.3420000000000005
1891,22.18
1965,25.464
1892,17.700999999999997
1929,14.38
1883,15.669
1913,14.658
1987,10.137
1977,29.62
1865,17.613
1991,8.729000000000001
1992,18.812
1959,23.185
1897,18.089
1963,29.787
1936,25.24
1834,13.462
1864,22.117
1993,9.353
1883,25.362
1802,22.365
1982,21.384
1906,24.311
1889,12.752
1869,12.601
1869,15.424
1985,27.358
1935,-4.260000000000002
1939,25.09
2007,11.726
1882,1.189
1908,21.6
1851,17.371
1855,1.36
1857,20.82
1916,10.442
1939,-3.309
1993,19.625
1813,26.208
1843,15.129
1849,11.855
1841,20.576
1889,27.304
1886,30.157
1899,22.123
1859,18.696
1975,6.296
1806,11.324000000000002
1921,26.056
1991,29.012
1930,20.372
1879,16.641
1921,14.269
1893,2.2420000000000004
1866,27.72
1885,17.654
1872,30.238000000000003
1771,20.092
1790,1.3809999999999998
1846,26.768
1980,4.82
1912,23.272
1885,31.183000000000003
2011,27.241
2001,1.847
1994,26.495
1880,4.372
1806,20.516
1958,29.262
1819,31.979000000000006
1815,27.961
1853,26.996
1896,27.216
1997,24.17
1988,17.453999999999994
1885,10.868
1987,27.927000000000003
1969,22.88
1908,-7.025
1897,26.788
1968,24.839
1965,14.316
1977,24.294
1968,24.227
1900,16.124000000000002
1951,13.526
1906,27.425
1905,29.297
1889,21.683000000000003
1904,26.769
1945,12.727
1823,22.48
1925,4.888
1963,-1.2080000000000002
1889,30.404
1898,25.458
1946,11.768
1943,20.507
2006,24.151
1800,19.896
1983,26.618
1961,7.051
1967,31.236
1812,0.8929999999999998
1896,-2.784
1977,1.899
1994,27.384
1910,1.37
1934,22.533
1898,28.45
1822,24.336
1784,14.953
1989,12.036
1956,24.363000000000003
2003,21.924
1878,-3.879
1908,25.592
1974,8.975
1993,19.897
1906,3.872
1911,15.143
1834,32.511
1884,25.321
1778,13.965
1946,5.115
1894,20.904
1923,28.204
1913,30.269
1854,27.594
1977,6.588000000000001
1890,-0.2909999999999999
1948,19.409
1877,18.46
1820,16.198
2004,20.141
1942,24.462
1987,19.287
1845,33.062000000000005
1961,9.23
1963,29.563
1874,-1.4400000000000002
1827,27.803
1924,24.344
1761,7.627999999999999
1840,10.104
1992,34.427
2004,5.113
1987,4.323
2003,24.529
1892,4.275
2013,30.459
1919,-5.481999999999998
1879,18.835
1892,0.931
1938,12.338
1925,21.915
1874,20.659
1924,-1.446
1947,30.125
1901,4.535
1874,18.636000000000006
1882,30.294
1866,19.63
1857,1.443
1838,28.423
1960,20.361
1972,6.149
1784,19.375
1952,26.24
1990,16.509
1896,12.258
1841,-1.1369999999999998
1988,-14.595
1897,30.393
1868,25.868
1915,-7.247000000000001
1773,4.023
1856,25.47
1910,25.561
1856,20.445
1857,25.159
1940,18.964
1857,19.22600000000001
1804,33.846000000000004
2004,22.169
1745,-11.217
1886,22.304
1803,28.37
1901,22.639
1899,21.172
2003,28.885
1838,20.046
1984,10.896
1935,21.119
1945,7.089
1863,28.635
1999,26.375
1959,25.149
1975,26.191
1995,34.71400000000001
1849,15.21
1840,32.034
1913,25.443
2002,34.317
1951,26.455
1967,16.660999999999998
1763,1.965
1998,8.022
1852,25.132
1760,2.213
1860,25.594
1937,14.25
2004,28.712
1949,12.814000000000002
1907,15.188
1993,27.029
1871,6.332000000000002
1862,14.663
1978,17.794999999999995
1987,28.031
1894,7.61
1821,31.386000000000006
1854,27.308000000000003
1948,11.273
1975,14.071
1923,24.09
1917,24.772
1914,15.183
1855,11.01
1988,28.263
1918,21.599
1879,25.311
1838,21.471
1985,24.995
1981,27.68
1868,16.837000000000003
1899,24.797
1897,3.722
1924,11.637
1972,21.878
1953,28.437
1997,21.617
1980,25.227
1877,14.538
1905,27.705
1872,7.409000000000002
1752,-11.823
1941,13.557
1994,6.603
1842,15.343
1995,27.178
1835,3.3380000000000005
1986,25.869
1997,27.752
1931,23.794
1957,26.128
1804,29.3
1858,24.704
1953,18.061
1881,16.093
1976,22.448
1982,27.35
1908,17.477
1840,24.776
1863,24.239
1922,18.656
1886,18.264
1935,14.224
1859,25.857
1908,24.108
1900,-11.572
1844,28.074
1904,16.372
1796,8.066
1881,22.633000000000003
1857,27.002
1774,27.595
2008,25.523000000000003
1861,16.442999999999998
1839,23.003
1875,25.218000000000004
1839,23.007
1818,8.676
1868,25.273000000000003
1980,26.592
1891,25.520000000000003
1790,-0.1369999999999999
1857,21.431
1904,5.606
2010,-5.3050000000000015
2001,16.093999999999998
1908,15.657
1899,27.432
1933,24.924
2000,30.687
1956,24.712
1911,20.441
1805,10.188
1879,11.575
1871,5.452999999999999
1755,-5.545
1852,20.896
1888,18.253
1965,19.966
1998,16.296
1880,20.056
1979,27.582
1944,21.024
1766,14.508
1823,21.411
1856,24.461
1905,18.56
1962,10.611
1980,3.753
1875,26.969
1800,6.106
1812,23.147
1900,15.064
1956,24.884
1845,25.062
1891,7.279
1937,5.872000000000001
1907,15.408
1979,27.834
1900,-3.938
1965,16.930999999999997
1800,5.319999999999999
1904,14.526
1894,11.543
1957,-2.385
2010,24.718000000000004
1897,13.661
1885,19.952
1926,-3.483
1959,13.505
2002,28.454
1851,24.872
1855,14.025
1990,25.725
1998,27.641
1833,-16.151
1851,24.352
1776,-2.642
1888,5.399
1898,19.633
1942,16.819000000000003
1898,26.895
1843,22.274
1948,19.923
1950,23.285
1824,20.116
1944,25.695
1895,21.735000000000007
1922,26.424
1848,5.043
1853,-3.257
1879,10.745
2002,17.171
1931,24.62
1969,25.169
2005,17.164
2012,22.707
1928,35.157000000000004
1997,21.017
1832,22.917
1931,5.683
2003,10.201999999999998
1932,13.869000000000002
1929,-20.412
1950,26.463
1918,4.006
1945,14.626
1894,19.1
1991,18.093
1935,13.106
1920,-2.594
1951,16.025000000000002
1897,27.169
1883,11.77
1909,26.759
1903,21.783
1935,21.357
1872,1.957
1987,30.288
1960,6.255
1917,2.247
2013,21.948
1886,10.719
1849,21.173
1926,19.66
1771,9.0
1997,21.692
1969,25.354
1837,24.165
1951,17.998
1903,9.654
1813,10.39
1887,28.22300000000001
1893,14.659
2008,16.163999999999998
1855,28.556
2001,12.373
1957,7.45
1834,20.898000000000003
1964,20.971
1917,23.612
1893,-3.465
1960,18.394
1939,27.837
1974,28.091
1941,28.950000000000006
1943,21.855
1921,27.976
1934,21.473000000000003
1945,25.221
1972,24.656
1829,27.627
1905,20.249
1939,27.232000000000006
1904,16.002
1918,11.585
2001,22.193
2009,25.34
1827,34.707
1895,26.333
1989,12.613
1833,16.84
1822,8.035
1896,5.182
1818,28.86
1785,5.257000000000001
1937,15.890999999999998
1966,19.319000000000003
1985,22.492
1931,11.909
1901,20.721
1886,29.505
1979,32.199
1855,23.433000000000003
1902,-11.797
1977,23.783
1857,24.459000000000003
1822,18.035
1829,12.544
1913,20.735
1779,1.944
1843,27.581
1891,25.484
1862,22.104000000000006
1859,25.547
1825,26.281
1966,24.806
1954,23.765
1895,20.779
1946,16.317
1885,5.448
1860,25.3
1899,6.944
1841,23.145
1874,14.805
1933,19.182
1984,21.083
1929,26.662
1903,6.257999999999999
1953,21.494
1824,21.906
1923,2.757
1916,28.453000000000007
1941,28.861
1948,25.499
1947,25.635
1837,29.611
1921,-8.764
1881,21.156
1897,19.269
1957,30.317
1920,7.872999999999999
1960,14.844
1831,28.819000000000003
1814,5.8180000000000005
1984,28.22
1809,20.74
1917,8.841000000000001
2007,23.629
1769,9.375
1934,30.118
2013,17.234
1976,19.686
2009,6.555
2006,21.302
2008,26.679
1851,17.227999999999998
1769,19.813
1904,28.937
1897,19.261000000000006
1959,23.06600000000001
1928,12.217
1831,22.197
1846,26.496
1914,24.187
1891,5.415
1896,21.694000000000003
1936,16.01
1921,26.243
1945,17.435000000000002
1922,13.036
1877,20.399
1872,23.338
1801,20.387
1886,6.295999999999999
1939,27.073
1855,17.054000000000002
1942,22.759
1945,-3.746
1950,15.435
1826,-16.567
1880,16.17
1994,9.872
1958,17.652
1951,24.754
1960,2.4430000000000005
1922,7.082999999999999
1963,19.114
1816,25.00500000000001
1912,35.34200000000001
1953,17.654
1857,24.577
1918,33.976
1767,5.41
1826,11.589
1981,9.195
1886,29.02
1975,12.0
1856,27.824
1936,29.106
2007,11.625
2010,2.705
1909,19.903
1953,18.31
1888,26.091
1905,4.606
1797,26.722
1942,23.652
1974,21.69400000000001
1778,-2.474
1896,27.649
1841,18.064
1989,27.577
1827,35.792
1849,-1.88
1854,28.049
2011,24.013
1848,8.543000000000001
1800,28.385
1911,9.568
1905,25.741
1974,17.599
1917,26.955
1956,17.954
1982,19.828
1902,22.467
1902,5.8580000000000005
1932,19.464
1942,-14.531
1839,22.448
1939,6.573
1858,16.311
1957,23.542
1975,-6.701999999999999
1788,-4.862
1957,20.854
1868,28.304
1898,25.074
1907,22.492
1799,24.708
2010,9.768
1987,28.656
1868,-2.2920000000000003
1861,15.558000000000002
1891,-2.145
2001,17.021
1936,14.598
1920,26.429
1896,31.55
2007,30.821
1763,12.693
1767,3.776
1911,24.722
1886,-0.302
1986,26.548
1953,26.422
1889,20.786
1947,20.359
1980,14.356
1780,9.21
1902,21.893
1860,26.268
1866,19.015
2003,0.382
1869,10.763
1814,15.637
1989,16.701999999999998
1912,20.953000000000003
1919,28.329
1940,17.43
1954,24.14
1912,14.921
1870,23.342
1886,17.516000000000002
1814,19.432
1932,27.218000000000004
1896,27.183000000000003
1839,1.5280000000000002
1860,31.102
1935,23.092
1904,22.312
1860,30.238000000000003
1931,25.414
1892,23.374
1950,18.978
1929,25.236
1944,2.354
1842,25.817
1990,34.084
2006,22.128
1816,6.961
1956,5.135999999999999
2007,10.062
1980,25.134
1999,20.455
1949,13.952
1859,22.614
1969,6.162999999999999
1943,25.578000000000003
2001,27.345
2012,6.974
1878,27.973000000000003
1956,26.966
1852,18.951
1914,26.367
1774,-0.5840000000000001
1887,21.794
1887,19.291
1925,24.913
1937,25.437
1983,15.591
1979,13.636
1896,24.173
1957,27.381
1856,26.592
1943,25.277
1879,21.493
1981,13.361
1911,26.68
1876,23.578000000000003
1911,17.192
2008,20.466
1936,20.613000000000003
1787,8.89
1794,20.952
1813,-17.098
2008,22.155
1878,24.633000000000003
1888,23.905
1828,7.826
1897,17.465
1796,19.059
2007,2.346
1868,24.26
2010,20.93
1995,6.8660000000000005
1971,26.038
1870,22.672
1903,20.157
1887,27.243
1941,30.665
1854,12.626
1852,26.861
1998,10.644
2007,24.459
1953,27.454
1886,25.95
1882,7.005
1895,30.468000000000004
1932,17.942
1945,29.067
1908,-10.361
2010,8.339
1940,2.086
1907,20.488000000000003
1830,6.8
1898,26.351
1927,-7.244
1932,29.374
2010,31.777
1941,9.279
2001,22.622
2008,30.131
1980,1.721
1937,11.276
1793,23.159
2005,23.132
1856,23.48
1985,26.856
1974,21.153
1959,22.253
1960,20.658
1900,30.434
1924,14.805
2013,21.18
1879,2.1539999999999995
1845,5.1450000000000005
1933,25.872
1858,24.516
1915,22.977
2009,14.925999999999998
1860,22.654000000000003
2013,21.723000000000003
1947,9.766
1790,-4.839
1862,19.805
1843,17.915000000000006
1964,18.906
1901,28.237
2006,17.747
1903,21.738000000000003
1893,25.626
1978,23.859
1949,14.175999999999998
1971,15.326
1963,15.325
1998,20.527
1949,11.592
2003,21.054
2011,18.149
1989,27.028
1991,27.549000000000003
1978,28.656
2002,35.336
1912,-4.302
1897,26.047
1901,3.788
1843,15.917
1890,22.605
1939,26.719
1855,23.22
2005,21.811
1809,24.845
1858,12.909
1915,15.446000000000002
1897,23.984
1852,24.128
1972,17.227
2000,-0.6900000000000004
1958,26.532
1844,31.737
1994,21.007
2003,2.591
1911,4.596
1895,26.612
1872,19.36
1902,12.183
1940,26.698
1869,9.309
1866,21.637
1927,24.827
1924,27.306
1842,16.467000000000002
1887,4.952999999999999
2012,-1.651
1800,28.33
1953,4.0360000000000005
1989,28.145
1994,14.177
1807,26.588
1789,5.711
2006,26.799
1953,19.608
1949,-1.372
1909,27.263
1902,10.748
1992,28.217
1853,15.693
2006,14.687
1975,17.463
1866,15.424
1895,27.348000000000003
1958,21.145
1961,30.427000000000003
1995,20.728
1828,32.595
1759,3.404
1853,23.387
2002,30.187
1838,27.906
1893,20.315
1760,4.0470000000000015
1998,23.588
2004,26.871
1923,10.387
2008,30.845
1751,19.76
1985,14.434
1869,21.065
1988,10.338
1900,25.844
1961,19.876
1969,27.441
1937,22.049
1842,22.852
1909,26.881
1963,27.874
1821,26.183000000000003
1892,17.674
1868,27.919
1929,25.328000000000003
1885,-7.3610000000000015
1794,16.593
1934,26.394
1768,5.747000000000001
1923,15.953
1836,11.673
1885,29.592
1849,22.62
1846,19.909
1960,22.905
1882,21.53700000000001
1990,26.34
1877,22.106
1972,16.958000000000002
2005,24.107
1831,21.903
1782,-2.6980000000000004
1973,11.529000000000002
1915,-3.5210000000000004
1902,17.590999999999998
1969,18.558000000000003
1820,17.308999999999994
1977,19.403
1850,25.397
1860,24.736
1987,24.327
1932,21.39
1885,14.388
1825,0.6089999999999995
1880,20.525
2003,18.99
1827,28.553
1842,16.671000000000006
1902,17.529999999999998
1917,3.295
1919,31.095
1887,18.866
2006,23.75
1883,27.786
1803,22.353
1905,26.142
1974,27.399
1842,9.67
1940,27.741000000000003
1792,10.558
1985,17.088
2005,12.904000000000002
1966,19.776
1838,17.020999999999994
1767,-8.847999999999997
1912,13.129
1884,27.51
1960,24.706
2009,22.951
1827,18.432
1906,32.212
1882,24.01
1869,11.493
1806,27.372
1919,6.45
1936,17.628
1979,31.518
1901,21.554
1950,17.188
1955,27.243
1983,23.597
1901,21.747
1939,22.967
1846,3.971
1993,20.6
1982,9.202
1881,14.939
1867,8.78
1899,19.078
1912,18.869
1822,-0.7390000000000001
2011,11.752
1929,14.643
1821,11.195
1943,9.057
1866,29.921
2011,15.970999999999998
1876,15.939
1938,26.335
1881,14.383
1839,24.448
1998,-0.8590000000000001
1986,15.862
1874,17.262
1982,32.695
1894,2.903
1952,22.899
1907,20.373
1865,15.951
1803,26.328000000000003
1805,9.691
1909,0.979
1950,14.174
1898,-1.094
1938,0.536
1840,14.046
1796,4.882
1950,26.495
1917,28.191
1889,16.585
1784,9.474
1881,11.116
1988,21.884
1801,17.169999999999998
1907,25.97300000000001
1993,23.542
1944,-12.419999999999998
1882,28.83
1937,28.281
1926,16.657
1821,20.247
1945,18.949
1800,22.930000000000003
1928,14.807
1818,29.41
1901,31.093000000000004
1948,-5.665
1857,8.234
1983,28.85
1936,24.287
1912,27.152
1974,23.308000000000003
1921,16.516
1938,24.331
1851,4.005000000000001
1918,23.333
1896,-0.8959999999999999
1825,3.837
1824,17.887
1947,17.689999999999994
1942,21.002
1912,26.575
2001,1.038
1839,27.64
1987,22.421
1925,19.479
1835,28.285
1890,-0.3539999999999996
2013,22.48
1802,31.188
1836,5.754
1835,-10.968
1849,25.284
1906,16.176000000000002
1926,25.895
1797,12.618
1981,17.166999999999998
1859,2.8350000000000004
1919,16.627
1867,18.535
1902,23.444000000000003
1860,16.281
1901,20.766
1834,18.293
1827,5.404
1876,21.383000000000003
1912,7.532
1909,26.015
1948,6.732
1844,34.016
1945,29.509
1988,24.91
1763,16.727999999999998
1925,3.268
1898,11.922
2000,18.602
1814,28.583
1852,21.733
1866,13.390999999999998
1785,21.504
1907,27.297
1973,8.111
1847,13.882
1790,11.585
1976,27.258000000000003
1924,22.217
1886,15.476
1848,31.78
