Year,AverageTemperature
1929,19.329
1822,9.694
1993,16.872
2001,23.92
1894,5.2360000000000015
1844,1.707
1837,21.828000000000007
2006,15.967
1850,-2.99
1886,-3.688
1961,26.518
1931,2.739
1998,5.8870000000000005
1880,15.848
1979,22.652
1843,14.806
1887,19.342
1911,23.592
1942,19.607
1855,26.369
1962,26.803
1988,10.1
1799,29.391
2002,-2.292
1876,30.132
1937,-6.589
1827,32.541999999999994
1933,28.988000000000003
1842,4.579
1957,3.013
1964,26.821
1999,23.335
1917,28.28
1865,20.233
1940,18.519
1903,21.908
1995,20.364
1991,24.149
1906,16.105
1880,5.1610000000000005
1949,15.008
1977,24.897
1984,27.303
1898,16.975
1852,19.628
1787,15.758000000000004
1794,12.49
1878,27.967
1855,28.526
1771,16.192
1876,21.194000000000003
2003,12.154000000000002
1878,23.811
1988,28.1
1971,11.53
1935,21.954
1889,24.871
1883,1.161
1907,21.813
1913,0.0649999999999999
1967,9.953
2006,32.319
1926,12.664
1893,16.178
1964,-1.463
1936,27.916
2009,24.992
1929,10.731
1975,24.012
1934,21.05
1876,-10.492
1970,29.34800000000001
1906,-3.2960000000000003
1961,21.928
1911,20.982
1981,22.019
1763,9.483
1923,-17.860000000000007
1889,25.902
2011,26.627
1876,10.503
1892,24.591
1903,23.47600000000001
1759,4.718999999999999
1965,3.068
1892,15.027
1913,9.025
1819,3.059
1871,-7.365
1960,-6.477
1950,25.092
1915,34.951
1898,26.488000000000003
1866,26.014
1838,22.963
1939,22.901
1867,25.622
1885,20.502
1888,30.402
1824,23.758000000000003
1982,27.65
1811,-0.6439999999999997
1816,11.936000000000002
1839,-3.706
1851,32.464
1996,17.218
1930,29.23
1829,18.151
1822,32.07899999999999
1908,16.845
2001,23.497
2010,11.03
1992,29.258000000000003
1822,25.91
1908,30.581
1900,24.354
2002,25.437
1929,10.085
1830,-7.365999999999999
1935,23.027
1951,30.043000000000003
1845,14.802
1984,3.5409999999999995
1921,23.213
1960,2.882000000000001
1937,27.038
1876,-3.9
1907,12.978000000000002
1897,11.521
1942,17.654
1799,20.408
1914,24.856
1956,8.341999999999999
1870,13.934
1998,28.162
1923,16.814
1951,28.045
1867,17.573999999999998
1965,19.805
1886,18.353
1823,4.926
1972,13.394
1765,8.254
1935,23.133000000000003
1939,14.48
1907,25.9
1980,12.431
1895,25.462
2009,11.549
1931,13.628
1903,19.864
1854,1.3070000000000002
1843,24.072
1961,18.154
1873,26.599
1885,17.808
1942,25.72600000000001
1978,24.847
1950,24.791
1998,29.839
1928,13.495
1831,26.405
1899,1.1960000000000002
1891,18.605
1936,27.949
1951,14.704
1974,27.357
1916,26.536
1889,15.903
1967,20.76
1877,27.6
1861,23.683000000000003
1904,11.204999999999998
1945,22.71
1853,18.909
1951,24.22
1870,28.827
1902,19.607
1916,26.025
1849,-13.786
2005,26.544
1951,27.348000000000003
1967,15.103
1792,-0.258
1857,23.88000000000001
1858,28.459
1867,14.859000000000002
1936,35.741
1946,25.978
1944,24.374
1911,22.614
1866,16.351
1799,5.462000000000001
1985,28.564
1758,7.874
1871,7.447000000000001
1842,16.418
1969,12.27
1884,16.646
1844,24.048
1953,9.979
1824,20.986
1912,16.519000000000002
1949,28.412
1873,16.467
1890,8.243
1853,31.939
1858,6.457999999999999
1982,16.812
1813,21.923
1890,11.588
1916,25.904
1892,16.732
1986,11.765
1984,6.752999999999999
1937,13.505999999999998
2002,17.487000000000002
1998,29.481
1984,1.956
1830,16.825999999999997
1944,33.882
1979,25.616
1926,18.742
1816,26.227
1825,28.133000000000003
1866,24.798
1926,26.707
1821,25.337000000000003
1973,15.496
1964,21.263
1980,25.155
1988,18.974
1890,8.385
2001,27.258000000000006
1966,18.173
2004,7.497000000000001
2006,-11.423
1927,17.538
1962,22.064
1908,18.998
1918,4.9110000000000005
1883,3.218
1909,26.428
2000,26.62
1972,16.439
1929,21.632
1873,18.131
1846,27.946
1937,-6.831
1995,14.72
1974,27.673
1934,28.884
1863,28.19
1995,15.684
1975,13.582
1905,14.042
1919,19.669
2001,26.109
1817,26.772
2002,22.333
1982,34.992000000000004
1979,15.121
1841,2.16
1846,14.718
1793,25.663
1961,27.115
1945,24.49
1880,23.803
1853,27.078000000000003
1993,28.588
1912,25.18
1954,31.002
1880,14.763
1817,3.959
1958,4.581
1928,3.662
1971,12.531
1981,30.449
1911,3.3480000000000008
1999,32.769
1899,27.087
1852,17.951
1931,11.835
1916,-8.434000000000001
1909,20.607000000000006
1938,1.982
1973,4.424
2003,7.968999999999999
1884,25.17
1962,22.938
1971,23.694000000000003
1988,21.812
1963,28.5
1989,27.23
1976,17.879
1923,21.305
1911,7.572999999999999
2002,26.627
1775,4.784
2010,20.827
1924,9.926
1848,34.045
1909,21.73
1925,17.179000000000002
1984,26.737
1838,17.035
2013,-12.224
1786,12.89
1965,17.168
2000,14.362
1932,25.328000000000003
1988,21.986
1870,23.026
1855,22.712
1925,2.962
1910,23.151
1933,23.47
1969,17.914
1893,4.7330000000000005
1831,27.028
1899,30.826
1961,33.454
1952,20.144
1871,28.689
1888,0.5230000000000001
1829,17.355
1901,10.527
1864,1.5819999999999994
1834,24.216
1801,22.627
1953,26.835
1985,14.202
1966,18.379
1984,20.383
1998,19.527
1969,31.126
1968,19.629
1857,31.582
1780,4.513
1811,20.248
1980,26.78
1905,27.991
1926,27.471
1819,24.827
1985,18.112
1843,19.965
1967,25.805
1896,21.315
1914,20.636
1948,22.995
1928,8.462000000000002
2012,21.224
1985,-10.81
1753,15.547999999999998
1911,17.158
1958,-2.401
1861,13.112
1972,3.0210000000000004
1968,4.303
1808,19.8
1929,34.181999999999995
1808,22.834
1862,24.84
1839,23.796
1753,22.47300000000001
1859,25.168000000000003
1842,21.774
1969,7.056000000000001
1921,17.907
1940,13.64
1872,-1.341
2005,26.985
1936,-0.923
1893,-3.112
1936,28.448
1975,18.445
1916,27.294
1960,12.236
1905,6.522
1989,26.197
1960,24.789
1917,0.5649999999999997
1859,4.2170000000000005
1861,-6.045
1963,16.557000000000002
1914,26.595
1880,3.009
1759,-3.5380000000000003
1963,15.314
1868,12.354
1959,24.817
1954,19.165
1834,-3.266
1979,27.45
1824,17.137
1878,29.52
1923,22.451
1920,29.145
1870,24.898000000000003
1981,17.471
1958,26.204
2000,18.058
1935,20.486
1995,15.746
1831,20.252
1937,5.315
1796,27.725
1969,28.06
2007,27.93
2008,15.444
1939,24.113000000000003
1881,26.313
1842,20.934
1935,3.168
2002,11.834
1913,26.262
1999,17.335
1984,22.707
1893,17.08
1943,15.868000000000002
2011,-1.779
1937,14.887
1900,5.297000000000001
1976,26.989
1844,23.991
1892,11.143
1973,28.741
2003,26.891
1849,-1.021
1977,5.037999999999999
1807,19.796
1942,7.701
1931,-0.907
1769,22.672
1978,21.988000000000003
1883,14.04
1993,23.44
1880,26.967
1756,15.936
2005,20.617
1967,14.659
1968,17.355999999999998
1894,-4.868
1877,12.664
1997,8.83
1806,6.257999999999999
1921,9.518999999999998
1783,1.976
1879,26.557
1905,-6.322
1917,22.007
1846,16.437
1892,17.951999999999995
1848,32.631
1949,21.6
1939,26.587
1978,26.577
1912,4.404999999999999
1979,33.035000000000004
1801,23.161
1853,21.519
1920,8.525
1972,27.546000000000006
1910,6.84
1856,23.50500000000001
2006,27.529
1842,-10.292
1901,21.894
1949,23.774
1963,-4.017
1998,28.775
1910,19.497
1987,10.304
1939,-7.826
1964,26.585
1812,29.173
2011,21.472
1844,9.264
1952,27.009
1906,27.737
1939,30.728
1936,28.475
1920,24.534
1918,-9.48
1769,6.186
1955,21.629
1943,-3.3760000000000003
1950,34.724000000000004
2008,0.8390000000000001
1918,13.064
1892,33.847
1868,16.895999999999994
2012,27.073
1993,29.675
1869,26.397
1998,25.679
1897,4.964
1999,27.91
1754,-7.91
1874,20.428
2005,-3.052
1927,10.251
1962,21.47
1892,-8.488
2000,18.561
1860,13.343
1869,13.204
1956,24.289
1865,13.371
1851,25.815
1933,24.607
1984,21.607
1931,22.158
1779,-1.3189999999999995
1935,19.534
1942,19.69
2001,25.939
1943,4.648
1983,33.972
1971,24.719
1908,14.622
1962,13.085
1942,9.674
1863,26.585
1980,16.464000000000002
1824,18.587
1836,15.786
1950,23.599
1899,25.991
1968,-6.692
1920,4.603999999999999
1792,25.2
1923,12.904000000000002
1829,15.437
1976,20.925
1970,16.448
1876,24.219
1983,4.977
1844,12.800999999999998
1867,18.1
1990,29.179
1990,10.156
1997,-2.479
1867,22.279
1903,28.181
1997,26.799000000000003
1986,22.139
1982,17.011
1917,24.948
1980,22.961
1951,23.389
1965,20.194000000000003
1774,2.239
2009,0.6159999999999999
1902,18.119
1859,22.727
1876,29.304
1970,18.49
1848,26.521
1884,1.62
1942,-4.004
1948,15.116
1865,26.664
1984,22.462
1881,12.099
1959,12.354
1885,26.111
1873,23.909
1811,21.597
1763,3.162
1831,25.097
1913,26.626
2013,32.8
1927,21.623
1981,15.943
1826,14.49
1875,25.703000000000003
1989,23.026
1917,11.868
1837,28.989
1896,25.436
1879,12.299
1892,2.834
1908,25.165
1971,14.498
2006,19.067
1854,20.352
1823,13.875
1982,25.517
1903,24.687
1980,16.820999999999998
1868,13.958
2006,16.355999999999998
1922,-1.64
2006,10.042
1997,9.244
1944,32.796
1936,25.2
1964,27.848000000000003
1888,9.093
1885,27.982
1984,11.412
1956,26.096
1835,16.915
1976,25.478
1979,17.96
2009,11.996
1937,8.589
1989,26.933000000000003
1958,26.824
1963,26.063
1840,23.847
1938,23.28700000000001
1888,27.634
1921,23.684
1923,27.605
1990,27.538
1920,21.577
1851,13.159
2006,27.152
1946,26.898000000000003
1894,20.223
1873,19.975
2010,22.173
1939,27.127
1883,13.275
1939,25.488000000000003
1916,9.04
1939,18.082
1922,6.6770000000000005
1936,18.77
1977,23.814
1925,17.545
2001,21.37
1954,27.241
1972,7.1370000000000005
2009,30.639
1916,15.606
1837,33.282000000000004
1975,23.446
1964,23.117
1985,8.027999999999999
2000,28.501
2006,21.792
1981,16.727
2002,23.652
1877,18.18
1874,25.751
1817,23.675
1830,20.89
1849,24.39
1910,0.6519999999999999
1972,19.947000000000006
1868,16.874000000000002
1877,22.251
1877,-5.41
1927,24.115
1814,28.432
2002,10.923
1873,13.858
1899,25.483
1828,14.498
1857,22.123
1852,25.177
2007,-7.411
1793,18.99
1947,17.96
1916,8.711
1985,26.715
1945,25.6
1868,15.005999999999998
1863,23.061
1893,7.586
1995,27.169
1983,10.915
1858,27.532
1829,10.844
1849,12.494000000000002
1992,27.586
1929,21.006
1916,19.398
1967,32.803999999999995
1997,2.65
1992,23.212
1795,16.988
1952,31.386
1891,13.484000000000002
2006,26.552
1886,4.747999999999998
1923,28.052000000000003
1937,27.339
1996,12.114999999999998
1902,4.949
1900,2.3
1975,11.443
1802,28.53
2011,20.108
2013,15.985
1994,-12.965
1884,16.014
1890,-1.5569999999999995
1828,0.5030000000000001
1971,4.059
1843,-2.718
1822,-3.042
1964,29.555
1893,25.734
1889,23.087
1846,20.555000000000003
1876,23.182
1999,22.481
1989,16.262
1849,21.888
2009,16.663
1999,28.129
1948,26.033
1853,22.462000000000003
1939,25.799
1973,21.954
1937,27.232000000000006
1892,23.808000000000003
1952,30.406
1758,-12.182
2006,13.845999999999998
1943,27.881
1860,25.664
1933,25.807
2004,6.2410000000000005
1858,7.572999999999999
2010,26.879
1990,18.016
1948,28.601
1846,27.032
1880,8.332
1996,29.268
1976,21.156
1866,19.231
1937,21.91
1940,28.523000000000003
1799,27.797
1895,20.902
1917,26.871
1899,14.726
1871,28.942
2008,15.894
1997,15.864
1866,18.666
1892,24.792
1885,14.932
1900,23.409
1963,18.889000000000006
1998,18.318
1934,26.118
1932,22.808000000000003
2009,19.384
1966,11.299
1879,26.468000000000004
1829,22.086
1987,21.181
1920,29.891
1849,13.219
1795,19.609
1957,13.402
1968,27.002
1839,23.785
1869,32.84500000000001
1887,19.891
2006,17.227
1927,16.983
1993,13.032
1913,28.516
1975,16.43
1850,14.454999999999998
1849,21.936
1843,25.611
1890,17.027
1773,-5.051
1940,27.451
1837,24.183000000000003
1993,26.602
1866,10.786
1980,7.98
1858,14.099
1973,6.805
1824,1.4610000000000007
1895,26.576
1841,30.168000000000003
1965,27.225
1927,19.142
1912,15.645
1820,22.097
1948,29.27
2004,28.759
1992,27.856
1885,23.381
1961,17.13
1906,27.86
2012,23.021
1889,21.461
1890,3.568
1930,35.104
1820,-0.234
1963,29.277
1923,26.901
1921,8.83
1877,26.925
1819,32.15000000000001
1877,20.547
1991,14.734000000000002
1916,20.063
1911,24.208
1923,10.572
1947,19.129
1870,3.0010000000000003
1907,26.554
1978,3.805
1963,24.952
1961,28.034
1910,23.233
1907,8.064
1830,7.154
1983,18.745
1847,-2.504
1880,18.896
1862,18.879
1989,2.6580000000000004
1915,19.079
1903,13.244000000000002
1941,6.636
1876,-1.042
1876,20.857
1873,26.526
1917,18.965000000000003
1842,4.287
1993,27.132
1864,21.371
1961,17.974
1840,16.936999999999998
1923,15.442
1838,11.890999999999998
1889,28.021
1845,19.441
1978,6.827999999999999
1886,32.924
1969,28.734
1939,-7.047000000000001
1993,14.728
1996,27.097
1908,22.971
2004,23.545
1861,11.691999999999998
1963,6.846
1864,23.544
2005,25.232000000000006
1957,15.449000000000002
1999,23.739
1994,21.304
1874,19.395
1953,18.492
1911,17.421
2000,27.051
1835,19.212
1989,23.542
2011,24.478
1929,16.886000000000006
1944,-3.9300000000000006
1893,16.298000000000002
1849,14.547
1902,21.785
1932,20.264000000000006
1870,22.872
1979,10.767
1993,19.87
1958,20.213
1819,11.49
1951,27.157
1947,35.015
1988,6.313
1909,27.924
1846,24.873
1977,21.252
2001,19.066
1886,25.469
1903,21.762
1862,17.64
1954,24.205
1848,18.25
1907,24.004
1967,22.542
1895,27.453000000000007
1924,9.654
1945,21.474
1890,18.897
1934,28.349
2012,21.454
1951,3.697
1842,25.227
1841,22.988000000000003
2000,-8.385
1884,18.942
1891,29.628
1891,23.054
1841,23.782
1931,17.517
1969,27.309
1959,26.253
1896,26.568
1875,21.242
1913,23.683000000000003
1966,23.427
1754,7.699
1946,24.412
1944,28.284
1976,22.835
1919,26.827
1920,21.548
1895,-11.833
1939,12.762
1867,19.394
2007,10.799
1879,22.715
1841,19.101
1916,2.479
1903,7.723
1930,21.239
1992,23.943
1942,23.247
2007,15.528
1933,28.016
1955,24.204
1876,6.362
1979,22.844
1924,28.584000000000003
1951,24.203000000000003
1914,14.271
2007,28.692
1888,20.266
1853,24.602
1781,15.07
1984,-2.645
2008,31.267
2004,16.759
1888,6.779999999999999
1903,22.485000000000007
1949,15.077
1833,25.842
1813,30.141
1990,24.608
1960,32.162
1946,19.893
1913,16.169
1914,26.954
1971,3.526
1872,30.887
1821,26.38000000000001
1898,22.077
1839,-2.52
1890,15.695
1877,32.173
1890,23.057
1858,10.398
1930,11.184
1880,22.544
1887,31.258000000000003
1819,19.367
1895,26.555
1998,23.181
2003,24.468000000000004
1919,29.785
1828,-0.3149999999999999
1937,22.852
1947,1.6289999999999996
1997,4.41
2000,28.188
1987,19.57
1937,12.21
1891,18.466
1875,12.75
1990,3.816
1884,13.732
1911,19.182
1910,8.142999999999999
1987,28.004
1930,17.022000000000002
1858,12.329
1877,13.758
1852,13.154000000000002
1927,16.462
1915,15.585
1838,24.211
1917,18.353
1874,28.834
1957,20.744
1993,15.668
1920,17.643
1991,22.449
1919,27.213
1907,5.772
1910,9.814
1983,27.64
1998,19.604
2001,27.361
1945,-0.29
1864,27.688
1773,-4.323
1845,30.437
1890,24.933000000000003
1895,-0.203
1873,18.138
1905,27.13
2005,14.352
1899,4.449
1833,16.279
1993,29.529
1937,26.746
1956,22.432
1793,15.461999999999998
1942,2.2110000000000003
1945,22.33
1941,27.416
1807,24.077
1774,20.262
1990,25.125
1953,22.322
1918,29.378
1905,4.335
1996,-8.365
1944,27.963
2008,26.48
1930,21.784
1986,5.3660000000000005
1872,-1.03
1891,24.229
1912,22.18
1912,10.172
2009,21.83
2002,12.783
1889,14.341
1866,26.497
1971,14.823
1963,24.864
1983,7.904
1875,-12.066
1776,16.586000000000002
1850,7.207999999999999
1979,18.72
1823,23.893
1833,33.385
1894,23.687
1869,20.489
1916,5.29
1864,4.669
1828,1.622
1917,21.629
1978,18.286
1983,19.993
1821,27.224
1947,23.557
1953,21.624
1891,16.577
1948,1.098
1914,14.692
1891,19.184
1869,15.961
1847,3.42
1931,-13.57
1970,26.023000000000003
1908,14.829
1971,25.991
1840,2.769
1913,23.796
1821,23.304
1982,24.278
1945,12.608
1964,28.244
1923,9.312
1901,18.203000000000007
1960,3.69
1868,-0.7829999999999999
1863,3.766
1959,13.424
1978,25.579
1912,25.473000000000003
1982,25.361
1956,25.502
1924,16.025
1843,31.075
1828,20.492
1873,-4.8
1995,31.704
1850,15.474
1918,11.273
1870,-4.083
1976,26.25
1883,23.19
1984,16.206
1952,28.292
1948,9.859
1997,9.552
1924,14.335
1978,21.962000000000003
1836,23.888
1857,14.0
1826,29.974
1815,27.861
2009,27.095
1931,8.321
1900,27.859
1856,20.636
1848,17.587
1892,28.705
1995,18.463
1754,10.147
1828,3.666
1990,25.041
1901,26.428
1926,20.371
1946,17.805999999999997
1991,10.347
1866,22.302000000000003
1847,-1.845
1961,14.488
1915,30.022
1965,16.517
1910,0.5499999999999998
1879,17.689
1889,22.355
1925,30.622
1861,18.301
1936,18.095
1821,20.042
1843,33.11
2002,6.501
1998,16.305999999999997
1922,-9.886
1998,27.306
1994,15.009
1936,11.493
1855,26.192
1988,9.369
1860,18.211
2012,6.577000000000001
1759,15.673
1835,26.587000000000003
1888,-12.152
1839,21.286
1892,21.349
1957,17.368
1881,26.311
1893,19.448
1774,12.664
1798,23.795
1849,11.199000000000002
1900,24.471
1881,25.68
1833,13.544
1817,18.476
1930,23.597
1845,26.558000000000003
1951,25.09800000000001
1971,27.54
1970,22.753
1982,26.43
1875,10.669
1896,16.451999999999998
1820,-5.747000000000001
1908,19.671
1987,19.226
1904,21.115
1986,19.346
1864,21.858
1987,21.135
1914,20.348
1907,6.233999999999999
2007,26.253
1853,25.109
1900,9.783
1876,25.348000000000003
1877,-0.6910000000000001
1818,14.723
1961,11.712
1965,27.924
1764,-12.001
1877,20.943
1998,23.546
1988,15.649
1895,13.227
1954,33.825
1843,2.347999999999999
2000,20.606
2011,28.76
1876,18.482
1980,18.772
1862,-0.6460000000000004
1947,15.44
1938,27.69
1881,17.837999999999994
2012,34.135
1911,7.691999999999998
1964,22.47
1763,12.529000000000002
1912,25.256
1957,15.719
1827,-7.053999999999999
1927,19.729
1871,24.408
2009,12.986
1988,12.765999999999998
1935,28.057
1842,26.575
2008,7.025
1832,16.314
1883,14.108
1842,14.092
1852,17.278
1957,29.713
2009,29.072
1839,15.156
1958,14.002
1903,24.698
1856,2.776
1923,17.980999999999998
1999,27.27
1976,15.515
2005,22.809
1961,20.56900000000001
1930,26.792
1961,26.341
1967,27.307
1890,26.578000000000003
1957,25.134
1987,32.06
1949,31.376
1915,18.017000000000003
2002,20.159
1771,-7.582000000000001
1882,7.256
1952,14.813
2002,6.23
1871,0.243
1988,29.719
1819,10.909
1925,20.137
1957,32.025
2007,28.0
1909,23.863000000000003
1893,20.519
1953,27.158
1882,33.669999999999995
2005,29.857
2006,22.174
1799,20.12
1929,25.415
1975,30.597
1858,8.758000000000001
1997,23.956
2003,10.444
1843,22.456
1887,-3.615
1948,24.88
1872,27.404000000000003
1921,11.502
2000,27.175
1933,13.345
1924,20.648000000000003
1860,27.775
1885,18.595
1825,27.408
1977,7.478999999999999
1851,27.641
1879,21.627
1970,20.598000000000003
2005,20.236
1979,33.409
1960,16.312
1873,28.565
1794,-0.1180000000000001
1940,15.049
1994,21.457
1992,3.4359999999999995
1915,19.113000000000003
1875,27.765
1917,32.155
1959,3.4480000000000004
1969,9.408
1904,14.283
1905,9.651000000000002
1869,21.712
1880,0.0939999999999994
1885,28.085
1996,4.971
1903,25.418000000000003
1886,23.056
2010,-0.0709999999999999
1866,-3.863
1923,26.775
1874,19.982
2012,20.282
1926,22.947
1910,19.72
1861,24.785
1882,19.554
2008,25.231
1916,27.66
1911,17.598
1880,15.664
1850,22.253
1977,25.132
1935,7.159999999999998
1931,22.68
1969,8.955
1911,3.187
1898,26.781
1924,35.276
1871,29.43
1948,2.109
1962,28.076
1935,29.775
1999,18.966
1894,20.923
1842,24.57
2003,26.346
1818,29.692
1915,15.013
1824,18.195
1827,17.378
1919,30.561
1907,23.2
1895,26.309
1933,20.761
1901,13.876
1938,-8.963000000000003
1883,11.111
1987,16.179000000000002
1963,3.873
1952,26.564
1960,19.533
1882,14.347
1925,-1.761
1856,-6.791
1833,8.247
1971,27.454
1944,26.795
1833,28.264
1846,4.151
2007,20.868
1897,13.202
1955,-4.452
1767,-8.304
1824,29.968000000000004
1987,29.218000000000004
1804,20.25500000000001
2003,24.817
1792,5.145
1877,24.011
1995,26.95
1875,22.763
1981,24.418000000000003
1911,11.695
1985,21.484
1958,29.717
1859,21.566
1895,34.228
1851,25.006
1929,25.848000000000003
1915,28.682
2009,18.622
1868,18.248
1946,23.802
1915,27.549
1976,28.113000000000003
1939,4.61
1869,19.764000000000006
1864,11.989
1896,24.447000000000006
1912,22.096
1936,15.061
1883,25.195
1892,16.054000000000002
1839,22.295
2000,19.977
1890,31.62
1984,27.149
1906,28.225
1882,-1.023
1905,22.889
1979,20.8
2006,27.32
1891,29.807
2009,27.727
1859,9.616
1910,-5.24
1988,8.476999999999999
1979,-3.505
1910,25.711
1915,29.527
1992,20.988000000000003
1954,28.491
1936,6.8180000000000005
1945,4.521
2009,6.678
1941,15.055
1954,22.966
1943,22.128
1935,23.15
1930,26.913
1824,13.497
1960,26.091
1857,9.262
1919,15.071000000000002
1875,18.641
1984,19.044
2007,25.015
1978,26.19
1877,27.587
1937,12.067
1938,23.44
1919,30.216
1952,7.354
1975,26.553
1929,-0.177
2011,14.377
2003,18.852
1946,24.679
1871,21.855
1915,-2.2219999999999995
1904,26.232
1910,11.07
1919,6.16
1997,13.218
1976,28.013
1799,29.611
1867,27.382
1888,13.268
1976,30.859
1998,14.561
1954,25.734
1882,18.336
1900,23.804
1974,27.141
1898,23.394
1850,24.607
1827,15.781
2009,28.738000000000003
1984,23.216
1968,1.509
1933,20.939
1942,24.709
1840,4.997
1932,26.379
1840,25.255
1907,18.708
1968,21.793000000000003
1856,5.678999999999999
1812,5.465
1985,-3.4130000000000003
1884,26.508000000000003
1914,22.606
1901,15.878
1896,22.215
1822,27.762
1966,1.946
1926,23.921000000000006
1955,17.285
1827,21.389
1945,28.126
1942,12.101
1972,21.674000000000003
1804,23.08
1944,27.75
1802,28.861
1933,5.582000000000002
1952,23.196
2012,22.418000000000003
1876,23.308000000000003
1948,14.372
1872,11.928
1901,35.686
1832,2.939
1876,6.069999999999999
1796,16.658
1940,28.271
1815,28.794
2009,15.762
1857,25.249
1929,17.968
1998,11.494000000000002
1854,24.479
1863,19.576
1851,28.691
1964,26.062
1924,18.137
1878,25.358
2010,25.243
1943,14.407
1998,5.077
2011,15.916
2007,28.813
1858,21.395
1974,27.265
1869,5.97
1948,0.3320000000000001
2009,14.048
1968,18.225
1874,15.262999999999998
2004,10.515999999999998
1904,19.873
1958,28.709
2011,27.481
1858,25.898000000000003
1875,27.032
1905,24.523000000000003
1975,9.517
1862,12.667000000000002
1867,24.988000000000003
2012,2.768
1999,-7.2109999999999985
1890,21.33
1919,2.83
1973,4.089
1895,27.026
1859,-8.067
1967,20.195
1918,19.27
1903,23.173
1812,20.817
1856,26.731
1912,26.825
1900,21.961
1774,22.313
1987,32.245999999999995
1956,30.044
1970,18.376
1956,22.027
1856,25.463
1992,22.113000000000003
1861,11.024
2004,13.708
1900,28.367
1789,5.562
1946,24.974
1920,25.572
1952,26.526
1903,31.5
2000,11.47
1948,20.331
1944,22.969
1801,16.212
1884,18.358
2010,-5.593999999999999
2011,24.83
1885,26.693
1856,26.968000000000004
1942,28.077
1854,11.567
1981,13.574000000000002
1908,20.349
1865,18.729000000000006
1985,7.49
1744,14.522
1928,19.406
1761,14.091
1870,25.076
1920,27.338
1821,24.124
1857,11.876
1864,18.832
1949,4.912
1840,23.749
1918,22.149
1864,-7.388999999999999
1899,27.823
1947,14.57
1895,10.601
1905,14.890999999999998
1847,13.162
1888,24.107
1912,18.854
1953,19.891
1978,34.745000000000005
1875,19.583
1905,25.809
1807,26.853
1902,23.397
1808,-10.27
1928,27.07
1931,23.501
1931,28.764
1918,22.952
2005,8.927
1999,26.271
1945,28.098000000000003
2005,2.242
1958,19.69400000000001
2000,25.534
1858,-18.938
2007,28.151
1836,27.54
1964,31.275
1907,26.4
1802,29.2
1751,6.606
1999,32.228
1788,-4.298
1995,19.252
1924,25.864
1907,14.278
1937,30.955
1981,29.168000000000003
1991,14.546
1940,32.506
1856,13.974
1872,30.559
1970,21.913
1858,3.668
1959,0.7659999999999999
1948,29.533
1881,22.843000000000004
2002,5.122000000000001
2000,22.24
1947,20.286
1819,29.039
1969,27.308000000000003
1763,5.602
1962,-3.1710000000000003
1940,18.235
1833,33.566
1895,27.637
1772,-1.4480000000000002
1823,23.775
1900,6.481999999999998
1944,26.583
1995,10.274
1891,28.536
1972,32.856
1866,10.48
1893,16.212
1987,27.718000000000004
1791,15.604
1889,26.616
1770,-1.891
1869,28.268
1872,11.178
1784,-9.916
1956,8.988000000000003
1984,35.73900000000001
1836,28.2
1930,18.462
1860,32.403
1909,2.0080000000000005
1871,24.951
1859,23.313
1906,17.125999999999998
1993,15.37
1964,-6.709
1986,25.692
1817,15.090000000000002
1958,22.934
1930,30.411
1984,31.966
1849,10.882
1997,31.008000000000003
1866,4.289
1938,-3.232
1877,14.369000000000002
1854,26.59
1981,30.744
1980,21.793000000000003
1997,23.698
1951,26.477
1858,21.863000000000003
1855,0.7800000000000001
1987,28.576
1984,3.623
1885,2.261000000000001
1823,25.197000000000006
1977,16.23
2009,17.247
1923,19.284
1960,6.901999999999999
1976,28.885
1840,14.302
1891,25.854
1977,26.942
1963,28.984
1840,25.501
1972,30.763
1899,26.294
1956,11.823
1952,23.08
1830,3.024
1908,25.985
1854,3.77
1837,27.566
1988,16.345000000000002
1933,-3.810000000000001
1785,9.912
1886,22.554
1920,25.99
1915,23.752
1896,19.589
1813,5.351
1944,16.932000000000002
1840,23.823
1975,28.355
1973,28.186
1998,3.647
1919,5.645
1851,4.533
1838,32.937
2000,7.636
1986,-3.836
1924,13.142
1887,16.961000000000002
1979,-11.05
2009,25.776
1937,29.19400000000001
1912,16.336000000000002
1981,4.819
1891,16.781000000000002
1992,19.635
1925,30.382
1947,7.933
2002,24.335
1946,21.809
1864,18.912
1763,15.348999999999998
1942,11.259
1972,27.977
1949,22.612
1986,21.216
1890,26.700000000000006
1878,15.183
1890,26.853
1785,20.950000000000006
1825,24.874
1860,22.013
1870,25.197000000000006
1980,-3.713
1829,16.976
1942,34.87
1759,-1.5759999999999998
1864,2.8760000000000003
1798,2.048
1897,22.668000000000003
1818,15.841
1993,16.649
1851,27.964
1967,1.988
1909,15.035
1846,24.849
2012,27.799
1926,26.976
1865,24.983
1818,28.118
1988,27.468000000000004
1836,9.671
1939,4.051
2012,17.846
1904,5.117
1992,24.164
2003,26.134
1908,26.022
1880,21.51
1842,12.934
1890,15.572
1834,12.853
1930,19.589
1944,7.337999999999999
1973,16.67
1956,10.534
1897,15.142
1868,18.245
2009,19.69
2000,28.011
1875,25.308000000000003
1981,21.459000000000003
1995,3.637
1879,4.928999999999999
1986,15.045
1821,-3.124
1883,25.717
1915,31.105
1989,6.763999999999999
1954,16.613
1936,24.279
1859,18.703
2007,-9.937
1849,26.094
1848,25.358
1996,20.997
1945,25.407
1885,15.518
1969,25.266
